search_text,title,link,description,comp_name,address,email,telephone_number,keywords,contact_person,type_or_sector,founded_year,revenue,funding,headquarters,No_of_employees,company_status,address_confidence,tp_confidence,headquarters_confidence,contact_confidence,Total_confidence
NDIS claim payment software in australia or newzealand,Datanova,https://datanova.com.au/,Providing trendsetting cloud-based software solutions for Australian Disability Service Providers to manage effectiveness and compliance under the NDIS._Providing trendsetting cloud-based software solutions for Australian Disability Service Providers to manage effectiveness and compliance under the NDIS. Software Solutions for NDIS Program & My Aged Care.,datanova,"['PO Box 1624 , Buderim QLD 4556', 'https://datanova.com.au/contact-us/']","['inquire@flowlogic.com.au', 'https://datanova.com.au/ndis-webinar-bookings/']","['1300 552 166', ['Datanova, phone', 'knowledge_panel']]","['social media marketing crm', 'business ndis', 'business data', 'business information systems', 'customer service', 'social business strategies', 'customer service teams', 'customer data', 'pdf social media marketing crm', 'customer information management']","[['Christian Krauter', 'Managing_Director'], 'https://au.linkedin.com/in/christiankrauter']","['IT - Software, Finance and insurance', 'from_classification_model']","['15 June 2020', 'https://opencorporates.com/companies/au/641733815']",None,None,"['Australia', 'https://opencorporates.com/companies/au/641733815']",None,"['Australian Proprietary Company, Limited By Shares', 'https://opencorporates.com/companies/au/641733815']",0.25,0.75,0.0,0.0,0.25
Home care software in australia or newzealand,This Planet Software,https://thisplanet.net.au/,This Planet offers flexible software solutions with a wide range of healthcare scheduling software  home care software  nursing scheduling software and more designed specifically to help community care agencies  home care agencies and temporary placement agencies.,thisplanet.net.au,None,"['joshua.theeuf@moneyloop.com.au', 'https://www.crunchbase.com/organization/moneyloop']","['+61 7 5478 3714', 'https://thisplanet.net.au/contact/']","['venus nz', 'venus nz patients', 'staff roster software', 'venus mobile', 'nursing software medical rostering software perfect', 'more time', 'venus quicksign', 'venus web', 'temporary placement agencies casual relief teaching agencies software', 'home care agency customers']","['Joshua Theeuf', 'founder(s)', 'https://www.crunchbase.com/organization/moneyloop']","[['Financial ExchangesFinancial ServicesFinTechHealth Care'], 'https://www.crunchbase.com/organization/moneyloop']","['2018', 'https://www.crunchbase.com/organization/moneyloop']",None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/moneyloop']",None,"['Private', 'https://www.crunchbase.com/organization/moneyloop']",0.0,0.25,0.0,0.0,0.0625
Home care software in australia or newzealand,SmallCapInsider: Profiling ASX-listed Small-Cap Companies,https://www.smallcapinsider.com.au/,Profiling ASX-listed small cap companies.,smallcapinsider,"['2 Park Street  ""Citigroup Centre""  Sydney, NSW 2000', 'https://www.smallcapinsider.com.au/contact']",None,"['1300 131 551', 'https://www.smallcapinsider.com.au/terms']","['blackstone minerals ltd asx cannabis shares', 'kingston resources asx', 'blackstone minerals ltd', 'asx cannabis shares', 'asx stocks', 'misima blackstone minerals ltd', 'kingston resources asx announcement', 'wa blackstone minerals ltd', 'pacifico minerals ltd', 'asx gold']",None,"['Manufacturing, Arts, entertainment and recreation', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Software for NDIS service providers in australia or newzealand,On The Go Rehab: Mobile Physiotherapy & Rehabilitation Perth,https://www.onthegorehab.com.au/,On The Go Rehab is a mobile physiotherapy & rehabilitation specialist in Perth. We come to you! & provide you with a range of dedicated remedial services.,onthegorehab,"['PO Box 89 , Mt Helena, WA 6082', 'https://www.onthegorehab.com.au/contact/']","['info@onthegorehab.com.au', 'https://www.onthegorehab.com.au/contact/']","['0429 115 211', ['On The Go Rehab, phone', 'knowledge_panel']]","['other people', 'many people', 'physical exercise', 'many exercises', 'many interesting people', 'physical therapy exercise prescriptions', 'many physical conditions', 'many other conditions', 'more exercises', 'people']","[['Mick Spencer', 'CEO'], 'https://www.onthegosports.com.au/team']","['Healthcare, Arts, entertainment and recreation', 'from_classification_model']","[' 1 October 2019', 'https://opencorporates.com/companies/au/636545518']",None,None,"['Australia', 'https://opencorporates.com/companies/au/636545518']",None,"['Australian Proprietary Company, Limited By Shares', 'https://opencorporates.com/companies/au/636545518']",0.25,0.75,0.0,0.0,0.25
Care management software in australia or newzealand,Actionstep - Legal Practice Management Software,https://www.actionstep.com/,Actionstep is a powerful cloud-based legal practice & case management software with everything you need to run your entire law firm.,actionstep,"['Flat 3a, 1 Nelson Street Auckland Central Auckland, AUCKLAND, 1010 New Zealand', 'https://www.dnb.com/business-directory/company-profiles.actionstep_licensing_uk_limited.bef3e1cd185c0b6b30edd1c785f61a47.html']","['sgr@bashasys.com', 'https://www.actionstep.com/resources/partners/find']",None,"['actionstep actionstep', 'clients actionstep', 'more actionstep', 'actionstep staff', 'use actionstep', 'microsoft office actionstep', 'access actionstep', 'actionstep contacts', 'cookies actionstep', 'actionstep experts']","[['Ted Jordan', 'CEO'], 'https://en.wikipedia.org/wiki/ActionStep']","['IT - Software, Finance and insurance', 'from_classification_model']","['29 August 2006', 'https://opencorporates.com/companies/nz/1859348']","['$270,562 USD', 'https://www.dnb.com/business-directory/company-profiles.actionstep_licensing_uk_limited.bef3e1cd185c0b6b30edd1c785f61a47.html']",None,"['New Zealand', 'https://opencorporates.com/companies/nz/1859348']",None,"['Limited\xa0Company Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.actionstep_licensing_uk_limited.bef3e1cd185c0b6b30edd1c785f61a47.html']",0.0,0.0,0.25,0.0,0.0625
Risk management software australia,GetApp,https://www.getapp.com.au/,Review  Compare and Evaluate small business software. GetApp has software offers  SaaS and Cloud Apps  independent evaluations and reviews.,getapp,"['Level 18 40 Mount Street North Sydney NSW 2060 Australia', 'https://www.getapp.com.au/company/contact']",None,None,"['software user reviews', 'software reviews', 'user reviews', 'promys psa software review', 'software vendor products', 'software users', 'submitted user reviews', 'other software solutions', 'software products', 'other information']","[['Clare Bagoly ', 'Sales Director_Employment Hero'], 'from linkedin search google']","['Utilities, Mining, oil and gas', 'from_classification_model']",None,None,None,None,None,None,0.25,0.0,0.0,0.0,0.0625
NDIS software in australia or newzealand,illion TenderLink: Australia & New Zealand Tenders & e ...,https://illion.tenderlink.com/,Australia & NZ's leading gateway for tenders & contract opportunities. Move your procurement online with illion TenderLink's SaaS e-Procurement Portals - Tendering made easy.,illion.tenderlink,"['PO Box 7405 St Kilda Rd Melbourne VIC 3004', 'https://illion.tenderlink.com/privacy-policy/']","['training@tenderlink.com', 'https://illion.tenderlink.com/resources/product-training/']","['1800 233 533', ['TenderLink, phone', 'knowledge_panel']]","['information services', 'service illion', 'illion tenderlink limited', 'such information', 'e-notice', 'other service providers', 'new zealand information', 'other service interruptions', 'categories illion tenderlink product training', 'award information']","['Philip Brown', 'founder(s)', 'https://www.crunchbase.com/organization/tenderlink']","[['AdvertisingE-CommerceService IndustryTraining'], 'https://www.crunchbase.com/organization/tenderlink']","['1994', 'https://www.crunchbase.com/organization/tenderlink']","['$130.58 million USD', 'https://www.dnb.com/business-directory/company-profiles.illion_australia_pty_ltd.d79f132f576d8ee5c8ef1deb48a4db61.html']",None,"[' Pyrmont, New South Wales, Australia', 'https://www.crunchbase.com/organization/tenderlink']",None,"['Private', 'https://www.crunchbase.com/organization/tenderlink']",1.0,0.25,0.0,0.0,0.3125
Home care software in australia or newzealand,Advancing the World of Health - United States | BD,https://www.bd.com/en-us,At BD  we seek to usher in a new era of healthcare by bringing medical products  capabilities and solutions to every corner of the world.,bd,None,"['cgarrett@engineersaustralia.org.au', 'https://www.crunchbase.com/organization/engineers-australia']","['+649-8870 780', 'https://www.bd.com/fi-fi/about-bd/services/training']","['bd bd', 'acerca de bd bd', 'bd og bd', 'bd facsaria door de bd', 'le monde de la santé bd bd diagnostics bd', 'quality policy acerca de bd bd', 'de prestaties van bd', 'faire progresser le monde de la santé bd bd diagnostics bd', 'van bd', 'de bd son']","[['Forlenza', 'CEO'], 'https://www.bd.com/contentmanager/b_article.asp?Item_ID=26712&ContentType_ID=1&BusinessCode=20001&d=&s=&dTitle=&dc=&dcTitle=']","[['AssociationNon Profit'], 'https://www.crunchbase.com/organization/engineers-australia']","['1919', 'https://www.crunchbase.com/organization/engineers-australia']",None,"['$0', 'None']","[' Canberra, Australian Capital Territory, Australia', 'https://www.crunchbase.com/organization/engineers-australia']","['122', 'None']","['Private', 'https://www.crunchbase.com/organization/engineers-australia']",0.0,0.25,0.0,0.0,0.0625
Care management software in australia or newzealand,Medical Solutions - Siemens Healthineers Global,https://www.siemens-healthineers.com/,Siemens Healthineers enables healthcare providers to increase value by expanding precision medicine  transforming care delivery  improving patient experience  and digitalizing healthcare.,siemens-healthineers,None,"['issen@siemens-healthineers.com', 'https://www.siemens-healthineers.com/press-room/press-releases/covid-19-cdc.html']","['+642-06199029', 'https://www.siemens-healthineers.com/radiography/mobile-x-ray/mobilett-elara-max']","['siemens healthineers systems', 'siemens healthineers antibody', 'siemens healthineers customers', 'siemens healthineers websites', 'siemens healthineers services', 'siemens healthineers ftd', 'siemens healthineers website', 'rax siemens healthineers', 'siemens healthineers contents', 'siemens healthineers cookies']","[['Michael Shaw', 'Managing_Director'], 'https://au.linkedin.com/in/michael-shaw-bb712158']","['IT - Software, Agriculture', 'from_classification_model']",None,None,None,None,None,None,1.0,0.25,0.75,0.0,0.5
Software for NDIS service providers in australia or newzealand,THE REAL CFO - Telling it_ how it is,https://therealcfo.com/,Telling it  how it is,therealcfo,"['2020 Cordis Auckland 83 Symonds St Grafton, Auckland 1010', 'https://therealcfo.com/auckland-cfo-symposium/']","['Samantha.lidbetter@reejig.com', 'https://www.crunchbase.com/organization/reejig']","['+61 7 5574 0922', 'https://therealcfo.com/contact/']","['business information', 'business organisations', 'new businesses', 'good businesses', 'businesses', 'other businesses', 'australian business', 'other business people', 'many businesses', 'business growth']","['MIke Reed', 'founder(s)', 'https://www.crunchbase.com/organization/reejig']","[['Artificial IntelligenceSaaSSoftware'], 'https://www.crunchbase.com/organization/reejig']","['Jan 15, 2019', 'https://www.crunchbase.com/organization/reejig']",None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/reejig']",None,"['Private', 'https://www.crunchbase.com/organization/reejig']",0.25,0.25,0.0,0.0,0.125
Care management software in australia or newzealand,Sage,https://www.sage.com/,Sage Australia offers software and solutions for every business in a range in industries. Get in touch today to find out more.,sage,"['L 11 Zenith Tower B 821 Pacific Hwy Chatswood, New South Wales, 2067 Australia', 'https://app.avention.com/company/e9e26623-c3d7-38e8-9b5a-f68da51baed5#report/company_summary']","['sales@sagetechnology.com.au', 'https://www.crunchbase.com/organization/sage-technology']","['+61-298844000', 'https://app.avention.com/company/e9e26623-c3d7-38e8-9b5a-f68da51baed5#report/company_summary']","['de planos de', 'de injeção de', 'de indicadores de', 'de sage', 'de sécurisation et d’optimisation de gestion de trésorerie', 'de la gestion de la', 'de medidas de eficiência', 'serviços de injeção de', 'de tomada de decisão', 'bénéficiez de services de']","[['John Maley ', 'Asia Pacific People Director_Sage'], 'None']","[['ConstructionProductivity ToolsSoftware'], 'https://www.crunchbase.com/organization/sage-technology']","['1990', 'https://www.crunchbase.com/organization/sage-technology']","['72M', 'https://app.avention.com/company/e9e26623-c3d7-38e8-9b5a-f68da51baed5#report/company_summary']",None,"[' Morwell, Victoria, Australia', 'https://www.crunchbase.com/organization/sage-technology']","['327', 'https://app.avention.com/company/e9e26623-c3d7-38e8-9b5a-f68da51baed5#report/company_summary']","['Private', 'https://www.crunchbase.com/organization/sage-technology']",0.0,0.0,0.25,0.0,0.0625
