search_text,title,link,description,comp_name,address,email,telephone_number,keywords,contact_person,type_or_sector,founded_year,revenue,funding,headquarters,No_of_employees,company_status,address_confidence,tp_confidence,headquarters_confidence,contact_confidence,Total_confidence
Dental management software in australia or newzealand,Dematic,https://www.dematic.com/,Welcome to Dematic North America. Supply Chain Automation  Material Handling  Warehouse Management  Logistics  Software & IT  and Consulting Services.,dematic,"['24 Narabang Way Belrose, New South Wales, 2085 Australia ', 'https://app.avention.com/company/3e51992e-849b-3bd1-9711-b0879e7db23e#report/company_summary']","['dpo@dematic.com', 'https://www.dematic.com/en-au/legal/privacy-policy/']","['+61 2 9486 5555', 'https://www.dematic.com/en-au/']","['de procesamiento de pedidos de comercio', 'processo de produção de cargas de', 'sólida de opciones de productos de calidad', 'de cada unidad de dematic son', 'de dematic y', 'las soluciones de transporte de cada unidad de dematic almacenan', 'soluções de transporte de', 'de opções de alta', 'de processamento de materiais', 'de execução de armazéns']","[['John Sorohan ', 'Customer Service Sales Manager ..._LinkedIn'], 'None']","['Computer, Office Equipment and Software Merchant Wholesalers', 'https://app.avention.com/company/3e51992e-849b-3bd1-9711-b0879e7db23e#report/company_summary']","['27 April 2006', 'https://opencorporates.com/companies/nz/1794419']","['138M', 'https://app.avention.com/company/3e51992e-849b-3bd1-9711-b0879e7db23e#report/company_summary']",None,"['New Zealand', 'https://opencorporates.com/companies/nz/1794419']","['550', 'https://app.avention.com/company/3e51992e-849b-3bd1-9711-b0879e7db23e#report/company_summary']","['Private Subsidiary, Headquarters', 'https://app.avention.com/company/3e51992e-849b-3bd1-9711-b0879e7db23e#report/company_summary']",0.0,0.25,0.25,0.0,0.125
Asset maintenance software in australia or newzealand,BSI: Standards_ Training_ Testing_ Assessment and Certification,https://www.bsigroup.com/,BSI Group  UK standards body  Global certification company. Training  Kitemark  Healthcare  Supply Chain  Compliance  Consultancy  ISO 9001 14001 45001 ...,bsigroup,"['SUITE 1 LEVEL 1 52-54 WATERLOO ROAD MACQUARIE PARK, NEW SOUTH WALES, 2113 Australia', 'https://www.dnb.com/business-directory/company-profiles.bsi_group_anz_holdings_pty_ltd.62b08e6c91fc7598a051e38cb54594aa.html']","['bsi.za@bsigroup.com', 'https://www.bsigroup.com/en-ZA/industries-and-sectors/health-and-safety/']","['1300 730 134', ['BSI Group - Sydney, phone', 'knowledge_panel']]","['de ellos de forma segura de acuerdo', 'el equipo de privacidad de bsi', 'troca de informações para o serviço de roaming de recarga de veículos elétricos', 'de protección de datos', 'sistemas de assistência de', 'e de ferramentas de informação', 'la guía de cookies de la cámara de comercio internacional de reino unido', 'sistemas de certificação de componentes eletrônicos de terceiros', 'oficina de bsi fuera de méxico', 'de bsi']","[['Jahangir Khan', 'CEO'], 'https://au.linkedin.com/in/jkhanbsi']","['IT - Software, Education', 'from_classification_model']",None,"['$3.78 million USD', 'https://www.dnb.com/business-directory/company-profiles.bsi_group_anz_holdings_pty_ltd.62b08e6c91fc7598a051e38cb54594aa.html']",None,None,None,"['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.bsi_group_anz_holdings_pty_ltd.62b08e6c91fc7598a051e38cb54594aa.html']",0.0,0.375,0.375,0.0,0.1875
Workplace risk software in australia or newzealand,IG – world leader in Online Trading. Access 10_000+ markets ...,https://www.ig.com/,IG is the world-leading provider of contracts for difference (CFDs) and financial spread betting  and the UK's largest forex provider.,ig,"['409 St Kilda Road Melbourne Vic 3004 Australia', 'https://www.ig.com/au/fund-your-account']","['marketcommentary@igmarkets.com.au', 'https://www.crunchbase.com/organization/ig-australia']","['1800 601 734', ['IG, phone', 'knowledge_panel']]","['ig share trading', 'share trading account', 'trading share cfds', 'share trading charges', 'market prices', 'limited chart trading shares', 'share price', 'efficient share trading', 'us shares trading signals', 'mobile trading apps trading cfds']","[['Kevin Algeo', 'CEO'], 'https://www.facebook.com/TheCEOMagazineGlobal/posts/ig-australia-ceo-kevin-algeo-is-operating-in-a-constantly-evolving-industry-and-/1948154855264870/']","[['Banking'], 'https://www.crunchbase.com/organization/ig-australia']","['2002', 'https://www.crunchbase.com/organization/ig-australia']","['336M', 'https://app.avention.com/company/4d5516a3-60dc-3dc9-8ad4-f088b283e11c#report/company_summary']",None,"[' Melbourne, Victoria, Australia', 'https://www.crunchbase.com/organization/ig-australia']","['174', 'https://app.avention.com/company/4d5516a3-60dc-3dc9-8ad4-f088b283e11c#report/company_summary']","['Private', 'https://www.crunchbase.com/organization/ig-australia']",0.25,0.375,0.25,0.0,0.21875
Environmental risk software in australia or newzealand,Valdosta Daily Times,https://www.valdostadailytimes.com/,Text Alerts. Subscribe to receive The Valdosta Daily Times breaking news text alerts on your mobile device! Sponsored by: THE ROYAL BUFFET. Subscribe!,valdostadailytimes,None,"['cfowler@valuesdrivenresults.com', 'https://www.valdostadailytimes.com/news/local_news/curt-fowler-the-book-he-recommends-most/article_12b20261-d5e9-583f-8d2f-990017048ea4.html']",None,"['new covid-19 cases', 'covid-19 cases', 'president donald trump', 'lowndes county', 'president trump', 'lowndes county schools officials', 'photo president donald trump', 'lowndes county residents', 'lowndes county covid-19-related deaths', 'lowndes county board']",None,"['Education, IT - Software', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Community care software in australia or newzealand,Datacom: Home,http://datacomgroup.net/,Datacom announces Tony Carter as new Chair. Tony  who has been a Datacom Group director since 2019  will begin April.,datacomgroup.net,"['1 Julius Ave North Ryde, New South Wales, 2113 Australia', 'https://app.avention.com/company/a1355c9b-9fe9-32b6-af39-c43febd260f5#report/company_summary']","['info@datacom.com.au', 'https://www.crunchbase.com/organization/datacom']","['+64 4 460 1500', 'https://www.datacomgroup.net/Contact/Wellington.aspx']","['datacom newsroom datacom', 'datacom services', 'datacom group gdpr statement datacom', 'datacom customers', 'datacom staff', 'datacom', 'ko datacom te', 'datacom employees', 'datacom partners', 'datacom group']","[['Greg Davidson', 'CEO'], 'http://datacomgroup.net/About-Us/Our-News/Datacom-Group-Leadership-Appointments-and-New-Orga.aspx']","[['AppsInformation Technology'], 'https://www.crunchbase.com/organization/datacom']","['1965', 'https://www.crunchbase.com/organization/datacom']","['778M', 'https://app.avention.com/company/a1355c9b-9fe9-32b6-af39-c43febd260f5#report/company_summary']",None,"[' Wellington, Wellington, New Zealand', 'https://www.crunchbase.com/organization/datacom']","['500', 'https://app.avention.com/company/a1355c9b-9fe9-32b6-af39-c43febd260f5#report/company_summary']","['Private', 'https://www.crunchbase.com/organization/datacom']",0.375,0.25,0.5,0.0,0.28125
Workplace risk software in australia or newzealand,Canon New Zealand,https://www.canon.co.nz/,Explore Canon New Zealand's range of products and services and check out our inspiring stories  events and tutorials.,canon,"['5 Talavera Road MACQUARIE PARK NSW 2113', 'https://www.canon.co.nz/privacy-policy']","['privacyofficer@canon.com.au', 'https://www.canon.co.nz/privacy-policy']","['0800 222 666', 'https://www.canon.co.nz/business/business-solutions']",None,"[[""Akira 'Dave' Yoshida"", 'Managing_Director'], 'https://www.canon.com.au/about-canon/news-and-press-releases/new-canon-oceania-md-announced-as-yusuke-mizoguchi-heads-to-canon-europe']","[['Information TechnologySoftware'], 'https://www.crunchbase.com/organization/canon-australia']","['25 February 2019', 'https://opencorporates.com/companies/au/631872896']","['$509.06 million USD', 'https://www.dnb.com/business-directory/company-profiles.canon_australia_pty_ltd.755bbcb0062ed855.html']",None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/canon-australia']",None,"['Private', 'https://www.crunchbase.com/organization/canon-australia']",0.75,0.25,0.375,0.0,0.34375
Regulatory compliance software in australia or newzealand,SAI Global Infostore: International Standards Store AMER,https://infostore.saiglobal.com/en-us/,SAI Global Standards online shop provides 1.5 million standards from 350+ ...,infostore.saiglobal,"['Level  37 , 680 George St Sydney NSW 2000 Australia', 'https://infostore.saiglobal.com/en-us/']","['sales@saiglobal.com', 'https://infostore.saiglobal.com/en-us/']","['+61 2 8206 6020', 'https://infostore.saiglobal.com/en-us/']","['system requirements', 'management systems requirements', 'fire protection systems', 'fire extinguishing systems', 'buildings system design', 'standards requirements', 'fire hydrant systems', 'fire protection equipment portable fire', 'engineered fire protection systems', 'general fire safety requirements']","[['KIM JENKINS', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.sai_global_pty_limited.49729aea53151fd3.html']","['Manufacturing, Services - professional, scientific, and technical', 'from_classification_model']",None,"['$298.10 million USD', 'https://www.dnb.com/business-directory/company-profiles.sai_global_pty_limited.49729aea53151fd3.html']",None,None,None,"['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.sai_global_pty_limited.49729aea53151fd3.html']",1.0,0.25,0.0,0.0,0.3125
Incident response software in australia or newzealand,ALC Group: Home,https://www.alc-group.com/,Welcome to ALC Training. Leading provider  since 1994  of IT certification training in Asia-Pacific. All courses presented as Live Virtual Training … – the best in ...,alc-group,"['Level  14 , Lumley House 309 Kent Street Sydney NSW 2000', 'https://www.alc-group.com/contact-us/']","['learn@alctraining.co.nz', 'https://www.alc-group.com/contact-us/']","['+64 4 460 5276', 'https://www.alc-group.com/contact-us/']","['change management certification courses', 'foundation certificate course', 'course introduction business relationship management professional', 'itil foundation level', 'itil foundation', 'practitioner certificate course', 'assessor devsecops foundation certificate exam itil foundation', 'certificate exam itil foundation', 'advanced course modules', 'courses']","[['Adam Bashir ', 'COBIT 5 Assessor_ALC Group ...'], 'None']","['Specialty Construction Trade Contractors', 'https://app.avention.com/company/3c4bede4-991f-3dc2-be57-71977ba8a741#report/company_summary']",None,"['1.6M', 'https://app.avention.com/company/3c4bede4-991f-3dc2-be57-71977ba8a741#report/company_summary']",None,None,"['4', 'https://app.avention.com/company/3c4bede4-991f-3dc2-be57-71977ba8a741#report/company_summary']","['Private Independent', 'https://app.avention.com/company/3c4bede4-991f-3dc2-be57-71977ba8a741#report/company_summary']",0.25,0.25,0.375,0.0,0.21875
Incident response software in australia or newzealand,Consultancy.com.au | Australia consulting industry platform,https://www.consultancy.com.au/,Consultancy.com.au is the online platform for Australia's consulting industry. The latest news  consulting firms  jobs & internships  events and updates for ...,consultancy,"['L 6 76 Berry St North Sydney, New South Wales, 2060 Australia', 'https://app.avention.com/company/2863860f-0fb4-3e79-aee2-02b8ce0b4835#report/company_summary']","['info@consultancy.com.au', 'https://www.consultancy.com.au/contact']","['+61393209000', 'https://www.crunchbase.com/organization/database-consultants-australia']","['management consulting firm', 'largest strategy consulting firm', 'strategy consulting firms', 'global management consulting firm', 'management consulting firm partners', 'consulting firms', 'australia australian consulting firm tsa management', 'management consulting services', 'leading consulting firms', 'management consultancy firm']","[['Vikram Singh ', 'ANZ_Tata Consultancy Services'], 'None']","[['Information TechnologySoftware'], 'https://www.crunchbase.com/organization/database-consultants-australia']","['1993', 'https://www.crunchbase.com/organization/database-consultants-australia']","['106B', 'https://app.avention.com/company/2863860f-0fb4-3e79-aee2-02b8ce0b4835#report/company_summary']",None,"[' Melbourne, Victoria, Australia', 'https://www.crunchbase.com/organization/database-consultants-australia']","['394k', 'https://app.avention.com/company/2863860f-0fb4-3e79-aee2-02b8ce0b4835#report/company_summary']","['Private', 'https://www.crunchbase.com/organization/database-consultants-australia']",0.0,0.0,0.375,0.0,0.09375
GRC software new zealand,IntelligenceBank: Digital Asset Management_ Marketing ...,https://www.intelligencebank.com/,Digital Asset Management Software  Marketing Operations Software  Online Brand Guidelines  Board & Meeting Governance Tools  DAM Software and GRC ...,intelligencebank,"['Level  3 , 70 City Road Southbank, VIC 3006 Australia', 'https://www.intelligencebank.com/privacy']","['sales@intelligencebank.com', 'https://www.crunchbase.com/organization/intelligencebank']","['+61 3 8618 7800', 'https://www.intelligencebank.com/contact']","['content marketing processes', 'content marketing management', 'marketing project management', 'marketing process', 'marketing content', 'creative project management marketing disclaimer engine', 'marketing projects', 'large marketing teams', 'marketing workflow processes', 'several marketing teams']","['Tessa Court', 'founder(s)', 'https://www.crunchbase.com/organization/intelligencebank']","[['AdvertisingContent MarketingEnterprise SoftwareInternetManagement Information SystemsSoftware'], 'https://www.crunchbase.com/organization/intelligencebank']","['Aug 10, 2009', 'https://www.crunchbase.com/organization/intelligencebank']","['2.9M', 'https://app.avention.com/company/b6ac1f2d-6c99-3d8f-be0a-c9767ba1a413#report/company_summary']",None,"[' Southbank, Victoria, Australia', 'https://www.crunchbase.com/organization/intelligencebank']","['4', 'https://app.avention.com/company/b6ac1f2d-6c99-3d8f-be0a-c9767ba1a413#report/company_summary']","['Private', 'https://www.crunchbase.com/organization/intelligencebank']",1.0,0.25,0.375,0.0,0.40625
